time,o2,temp,pressure,volume,event
3950,8.5244,22.25,101.26,0.95,
3955,8.518,22.25,101.26,0.95,
3960,8.5164,22.25,101.26,0.95,
3965,8.517,22.25,101.26,0.95,
3970,8.5225,22.25,101.26,0.95,
3975,8.5275,22.25,101.26,0.95,
3980,8.523,22.25,101.26,0.95,
3985,8.5281,22.25,101.26,0.95,
3990,8.5239,22.25,101.26,0.95,
3995,8.5223,22.25,101.26,0.95,
4000,8.5353,22.25,101.26,0.95,
4005,8.532,22.25,101.27,0.95,
4010,8.5259,22.26,101.27,0.95,
4015,8.5222,22.26,101.27,0.95,
4020,8.5195,22.26,101.27,0.95,
4025,8.528,22.26,101.27,0.95,
4030,8.5257,22.26,101.27,0.95,
4035,8.529,22.26,101.27,0.95,
4040,8.5288,22.26,101.27,0.95,
4045,8.5297,22.26,101.27,0.95,
4050,8.5329,22.26,101.27,0.95,
4055,8.53,22.26,101.27,0.95,
4060,8.5263,22.26,101.27,0.95,
4065,8.5265,22.26,101.27,0.95,
4070,8.5323,22.26,101.27,0.95,
4075,8.5261,22.26,101.28,0.95,
4080,8.5336,22.26,101.28,0.95,
4085,8.534,22.26,101.28,0.95,
4090,8.5314,22.26,101.28,0.95,
4095,8.5288,22.26,101.28,0.95,
4100,8.5253,22.27,101.28,0.95,
4105,8.5283,22.27,101.28,0.95,
4110,8.5267,22.27,101.28,0.95,
4115,8.5337,22.27,101.28,0.95,
4120,8.5322,22.27,101.28,0.95,
4125,8.5307,22.27,101.28,0.95,
4130,8.5383,22.27,101.28,0.95,
4135,8.5357,22.27,101.28,0.95,
4140,8.5358,22.27,101.28,0.95,
4145,8.5382,22.27,101.29,0.95,
4150,8.5406,22.27,101.29,0.95,
4155,8.5304,22.27,101.29,0.95,
4160,8.5401,22.27,101.29,0.95,
4165,8.5304,22.27,101.29,0.95,
4170,8.5349,22.27,101.29,0.95,
4175,8.5425,22.27,101.29,0.95,
4180,8.5416,22.27,101.29,0.95,
4185,8.5419,22.27,101.29,0.95,
4190,8.5404,22.27,101.29,0.95,
4195,8.5457,22.28,101.29,0.95,
4200,8.5414,22.28,101.29,0.95,flush
4205,8.5469,22.28,101.29,0.95,
4210,8.5488,22.28,101.29,0.95,
4215,8.5572,22.28,101.29,0.95,
4220,8.5536,22.28,101.3,0.95,
4225,8.5542,22.28,101.3,0.95,
4230,8.5474,22.28,101.3,0.95,
4235,8.56,22.28,101.3,0.95,
4240,8.5533,22.28,101.3,0.95,
4245,8.5479,22.28,101.3,0.95,
4250,8.5618,22.28,101.3,0.95,
4255,8.5472,22.28,101.3,0.95,
4260,8.5499,22.28,101.3,0.95,
4265,8.5528,22.28,101.3,0.95,
4270,8.5503,22.28,101.3,0.95,
4275,8.5567,22.28,101.3,0.95,
4280,8.5561,22.28,101.3,0.95,
4285,8.5559,22.28,101.3,0.95,
4290,8.5634,22.28,101.3,0.95,
4295,8.5497,22.28,101.3,0.95,
4300,8.5622,22.28,101.31,0.95,
4305,8.5538,22.28,101.31,0.95,
4310,8.5634,22.28,101.31,0.95,
4315,8.5656,22.29,101.31,0.95,
4320,8.5676,22.29,101.31,0.95,
4325,8.558,22.29,101.31,0.95,
4330,8.5546,22.29,101.31,0.95,
4335,8.561,22.29,101.31,0.95,
4340,8.5599,22.29,101.31,0.95,
4345,8.5534,22.29,101.31,0.95,
4350,8.5639,22.29,101.31,0.95,
4355,8.5576,22.29,101.31,0.95,
4360,8.5675,22.29,101.31,0.95,
4365,8.566,22.29,101.31,0.95,
4370,8.5615,22.29,101.31,0.95,
4375,8.5632,22.29,101.31,0.95,
4380,8.5625,22.29,101.31,0.95,
4385,8.5621,22.29,101.31,0.95,
4390,8.5767,22.29,101.32,0.95,
4395,8.561,22.29,101.32,0.95,
4400,8.5654,22.29,101.32,0.95,
4405,8.5696,22.29,101.32,0.95,
4410,8.5645,22.29,101.32,0.95,
4415,8.564,22.29,101.32,0.95,
4420,8.5616,22.29,101.32,0.95,
4425,8.5721,22.29,101.32,0.95,
4430,8.5706,22.29,101.32,0.95,
4435,8.5701,22.29,101.32,0.95,
4440,8.5626,22.29,101.32,0.95,
4445,8.5711,22.29,101.32,0.95,
4450,8.5706,22.29,101.32,0.95,
4455,8.5686,22.29,101.32,0.95,
4460,8.5648,22.29,101.32,0.95,
4465,8.5706,22.29,101.32,0.95,
4470,8.5677,22.29,101.32,0.95,
4475,8.572,22.29,101.32,0.95,
4480,8.5724,22.3,101.32,0.95,
4485,8.5712,22.3,101.32,0.95,
4490,8.5765,22.3,101.33,0.95,
4495,8.5731,22.3,101.33,0.95,
4500,8.576,22.3,101.33,0.95,
4505,8.576,22.3,101.33,0.95,
4510,8.5788,22.3,101.33,0.95,
4515,8.5713,22.3,101.33,0.95,
4520,8.5742,22.3,101.33,0.95,
4525,8.5797,22.3,101.33,0.95,
4530,8.5771,22.3,101.33,0.95,
4535,8.5814,22.3,101.33,0.95,
4540,8.5803,22.3,101.33,0.95,
4545,8.576,22.3,101.33,0.95,
4550,8.5818,22.3,101.33,0.95,
4555,8.5777,22.3,101.33,0.95,
4560,8.583,22.3,101.33,0.95,
4565,8.587,22.3,101.33,0.95,
4570,8.5844,22.3,101.33,0.95,
4575,8.5896,22.3,101.33,0.95,
4580,8.5747,22.3,101.33,0.95,
4585,8.5792,22.3,101.33,0.95,
4590,8.5808,22.3,101.33,0.95,
4595,8.5807,22.3,101.33,0.95,
4600,8.5842,22.3,101.33,0.95,
4605,8.5817,22.3,101.33,0.95,
4610,8.588,22.3,101.34,0.95,
4615,8.588,22.3,101.34,0.95,
4620,8.5862,22.3,101.34,0.95,
4625,8.5809,22.3,101.34,0.95,
4630,8.5876,22.3,101.34,0.95,
4635,8.5886,22.3,101.34,0.95,
4640,8.5877,22.3,101.34,0.95,
4645,8.5869,22.3,101.34,0.95,
4650,8.5928,22.3,101.34,0.95,
4655,8.5855,22.3,101.34,0.95,
4660,8.5867,22.3,101.34,0.95,
4665,8.5912,22.3,101.34,0.95,
4670,8.5912,22.3,101.34,0.95,
4675,8.5929,22.3,101.34,0.95,
4680,8.5888,22.3,101.34,0.95,
4685,8.5851,22.3,101.34,0.95,
4690,8.5859,22.3,101.34,0.95,
4695,8.5896,22.3,101.34,0.95,
4700,8.5949,22.3,101.34,0.95,
4705,8.5954,22.3,101.34,0.95,
4710,8.5854,22.3,101.34,0.95,
4715,8.5953,22.3,101.34,0.95,
4720,8.5933,22.3,101.34,0.95,
4725,8.5899,22.3,101.34,0.95,
4730,8.6033,22.3,101.34,0.95,
4735,8.596,22.3,101.34,0.95,
4740,8.5988,22.3,101.34,0.95,
4745,8.6062,22.3,101.34,0.95,
4750,8.5941,22.3,101.34,0.95,
4755,8.5953,22.3,101.34,0.95,
4760,8.6033,22.3,101.34,0.95,
4765,8.5925,22.3,101.34,0.95,
4770,8.5985,22.3,101.34,0.95,
4775,8.5989,22.3,101.34,0.95,
4780,8.603,22.3,101.34,0.95,
4785,8.6013,22.3,101.35,0.95,
4790,8.5964,22.3,101.35,0.95,
4795,8.6045,22.3,101.35,0.95,
4800,8.6115,22.3,101.35,0.95,flush
4805,8.6045,22.3,101.35,0.95,
4810,8.6065,22.3,101.35,0.95,
4815,8.6076,22.3,101.35,0.95,
4820,8.6057,22.3,101.35,0.95,
4825,8.6151,22.3,101.35,0.95,
4830,8.6101,22.3,101.35,0.95,
4835,8.6108,22.3,101.35,0.95,
4840,8.6083,22.3,101.35,0.95,
4845,8.6114,22.3,101.35,0.95,
4850,8.6194,22.3,101.35,0.95,
4855,8.617,22.3,101.35,0.95,
4860,8.6081,22.3,101.35,0.95,
4865,8.6111,22.3,101.35,0.95,
4870,8.6181,22.3,101.35,0.95,
4875,8.614,22.3,101.35,0.95,
4880,8.6143,22.3,101.35,0.95,
4885,8.6135,22.3,101.35,0.95,
4890,8.6121,22.3,101.35,0.95,
4895,8.6183,22.3,101.35,0.95,
4900,8.6169,22.3,101.35,0.95,
4905,8.6234,22.3,101.35,0.95,
4910,8.6191,22.3,101.35,0.95,
4915,8.6159,22.3,101.35,0.95,
4920,8.6231,22.3,101.35,0.95,
4925,8.6261,22.29,101.35,0.95,
4930,8.6183,22.29,101.35,0.95,
4935,8.6149,22.29,101.35,0.95,
4940,8.6203,22.29,101.35,0.95,
4945,8.6173,22.29,101.35,0.95,
4950,8.6297,22.29,101.35,0.95,
4955,8.6181,22.29,101.35,0.95,
4960,8.6228,22.29,101.35,0.95,
4965,8.6305,22.29,101.35,0.95,
4970,8.6286,22.29,101.35,0.95,
4975,8.6235,22.29,101.35,0.95,
4980,8.6229,22.29,101.35,0.95,
4985,8.6258,22.29,101.35,0.95,
4990,8.6261,22.29,101.35,0.95,
4995,8.6335,22.29,101.35,0.95,
5000,8.6274,22.29,101.35,0.95,
5005,8.6231,22.29,101.35,0.95,
5010,8.6329,22.29,101.35,0.95,
5015,8.6336,22.29,101.35,0.95,
5020,8.629,22.29,101.35,0.95,
5025,8.6335,22.29,101.35,0.95,
5030,8.6311,22.29,101.35,0.95,
5035,8.6266,22.29,101.35,0.95,
5040,8.6316,22.29,101.35,0.95,
5045,8.6278,22.29,101.35,0.95,
5050,8.6303,22.29,101.35,0.95,
5055,8.6296,22.29,101.35,0.95,
5060,8.6352,22.29,101.35,0.95,
5065,8.6351,22.29,101.35,0.95,
5070,8.6295,22.29,101.35,0.95,
5075,8.6316,22.29,101.35,0.95,
5080,8.6358,22.29,101.35,0.95,
5085,8.6382,22.29,101.35,0.95,
5090,8.6371,22.28,101.35,0.95,
5095,8.6285,22.28,101.35,0.95,
5100,8.6429,22.28,101.35,0.95,
5105,8.6454,22.28,101.35,0.95,
5110,8.6451,22.28,101.35,0.95,
5115,8.6414,22.28,101.35,0.95,
5120,8.6424,22.28,101.35,0.95,
5125,8.6376,22.28,101.35,0.95,
5130,8.6415,22.28,101.35,0.95,
5135,8.6367,22.28,101.35,0.95,
5140,8.6422,22.28,101.35,0.95,
5145,8.6365,22.28,101.35,0.95,
5150,8.645,22.28,101.35,0.95,
5155,8.6418,22.28,101.35,0.95,
5160,8.6468,22.28,101.35,0.95,
5165,8.6449,22.28,101.35,0.95,
5170,8.6429,22.28,101.35,0.95,
5175,8.6486,22.28,101.35,0.95,
5180,8.641,22.28,101.35,0.95,
5185,8.6451,22.28,101.35,0.95,
5190,8.6445,22.28,101.35,0.95,
5195,8.6502,22.28,101.35,0.95,
5200,8.6474,22.28,101.35,0.95,
5205,8.6493,22.28,101.35,0.95,
5210,8.6508,22.27,101.35,0.95,
5215,8.6398,22.27,101.35,0.95,
5220,8.646,22.27,101.35,0.95,
5225,8.6506,22.27,101.35,0.95,
5230,8.6547,22.27,101.35,0.95,
5235,8.6535,22.27,101.35,0.95,
5240,8.6569,22.27,101.35,0.95,
5245,8.6513,22.27,101.35,0.95,
5250,8.6531,22.27,101.34,0.95,
5255,8.6512,22.27,101.34,0.95,
5260,8.6519,22.27,101.34,0.95,
5265,8.6509,22.27,101.34,0.95,
5270,8.6525,22.27,101.34,0.95,
5275,8.6544,22.27,101.34,0.95,
5280,8.6531,22.27,101.34,0.95,
5285,8.6563,22.27,101.34,0.95,
5290,8.6494,22.27,101.34,0.95,
5295,8.6589,22.27,101.34,0.95,
5300,8.6584,22.27,101.34,0.95,
5305,8.66,22.26,101.34,0.95,
5310,8.6568,22.26,101.34,0.95,
5315,8.6572,22.26,101.34,0.95,
5320,8.6636,22.26,101.34,0.95,
5325,8.6596,22.26,101.34,0.95,
5330,8.6687,22.26,101.34,0.95,
5335,8.6556,22.26,101.34,0.95,
5340,8.6607,22.26,101.34,0.95,
5345,8.6577,22.26,101.34,0.95,
5350,8.6596,22.26,101.34,0.95,
5355,8.6601,22.26,101.34,0.95,
5360,8.6618,22.26,101.34,0.95,
5365,8.6674,22.26,101.34,0.95,
5370,8.6602,22.26,101.34,0.95,
5375,8.6677,22.26,101.34,0.95,
5380,8.66,22.26,101.34,0.95,
5385,8.6646,22.26,101.34,0.95,
5390,8.672,22.26,101.34,0.95,
5395,8.6691,22.25,101.34,0.95,
5400,8.676,22.25,101.34,0.95,flush
