time,o2,temp,pressure,volume,event
1155,8.3648,23.1,101.24,0.9,
1160,8.3592,23.1,101.24,0.9,
1165,8.3602,23.1,101.24,0.9,
1170,8.3596,23.1,101.24,0.9,
1175,8.3603,23.1,101.24,0.9,
1180,8.3538,23.1,101.24,0.9,
1185,8.3602,23.1,101.25,0.9,
1190,8.358,23.1,101.25,0.9,
1195,8.3718,23.1,101.25,0.9,
1200,8.4189,23.1,101.25,0.9,flush
1205,8.4183,23.1,101.25,0.9,
1210,8.4244,23.1,101.25,0.9,
1215,8.4201,23.1,101.25,0.9,
1220,8.4221,23.1,101.25,0.9,
1225,8.4179,23.1,101.25,0.9,
1230,8.428,23.1,101.25,0.9,
1235,8.4196,23.1,101.25,0.9,
1240,8.4239,23.1,101.25,0.9,
1245,8.4273,23.1,101.25,0.9,
1250,8.4219,23.1,101.25,0.9,
1255,8.4234,23.1,101.25,0.9,
1260,8.4261,23.1,101.25,0.9,
1265,8.4263,23.1,101.25,0.9,
1270,8.419,23.1,101.25,0.9,
1275,8.4239,23.1,101.25,0.9,
1280,8.4192,23.1,101.25,0.9,
1285,8.4199,23.1,101.25,0.9,
1290,8.4201,23.1,101.25,0.9,
1295,8.4273,23.1,101.25,0.9,
1300,8.4287,23.1,101.25,0.9,
1305,8.4325,23.1,101.25,0.9,
1310,8.4217,23.1,101.25,0.9,
1315,8.4184,23.1,101.25,0.9,
1320,8.4177,23.1,101.25,0.9,
1325,8.4278,23.09,101.25,0.9,
1330,8.415,23.09,101.25,0.9,
1335,8.4197,23.09,101.25,0.9,
1340,8.4186,23.09,101.25,0.9,
1345,8.4277,23.09,101.25,0.9,
1350,8.4164,23.09,101.25,0.9,
1355,8.4247,23.09,101.25,0.9,
1360,8.4254,23.09,101.25,0.9,
1365,8.4193,23.09,101.25,0.9,
1370,8.4216,23.09,101.25,0.9,
1375,8.4134,23.09,101.25,0.9,
1380,8.4191,23.09,101.25,0.9,
1385,8.4184,23.09,101.25,0.9,
1390,8.4087,23.09,101.25,0.9,
1395,8.4205,23.09,101.25,0.9,
1400,8.4201,23.09,101.25,0.9,
1405,8.4118,23.09,101.25,0.9,
1410,8.4127,23.09,101.25,0.9,
1415,8.4152,23.09,101.25,0.9,
1420,8.4159,23.09,101.25,0.9,
1425,8.4166,23.09,101.25,0.9,
1430,8.4138,23.09,101.25,0.9,
1435,8.4135,23.09,101.25,0.9,
1440,8.4185,23.09,101.25,0.9,
1445,8.4152,23.09,101.25,0.9,
1450,8.4165,23.09,101.25,0.9,
1455,8.4159,23.09,101.25,0.9,
1460,8.4185,23.09,101.25,0.9,
1465,8.4158,23.09,101.25,0.9,
1470,8.4197,23.09,101.25,0.9,
1475,8.4165,23.09,101.25,0.9,
1480,8.4195,23.09,101.25,0.9,
1485,8.4208,23.09,101.25,0.9,
1490,8.4098,23.08,101.25,0.9,
1495,8.4191,23.08,101.25,0.9,
1500,8.4224,23.08,101.25,0.9,
1505,8.4112,23.08,101.25,0.9,
1510,8.4148,23.08,101.25,0.9,
1515,8.4133,23.08,101.25,0.9,
1520,8.4164,23.08,101.25,0.9,
1525,8.4165,23.08,101.25,0.9,
1530,8.4116,23.08,101.25,0.9,
1535,8.4194,23.08,101.25,0.9,
1540,8.4105,23.08,101.25,0.9,
1545,8.4132,23.08,101.25,0.9,
1550,8.4177,23.08,101.25,0.9,
1555,8.4213,23.08,101.25,0.9,
1560,8.4112,23.08,101.25,0.9,
1565,8.4162,23.08,101.25,0.9,
1570,8.4138,23.08,101.25,0.9,
1575,8.4065,23.08,101.25,0.9,
1580,8.4088,23.08,101.25,0.9,
1585,8.4076,23.08,101.25,0.9,
1590,8.4103,23.08,101.25,0.9,
1595,8.4105,23.08,101.25,0.9,
1600,8.4121,23.08,101.25,0.9,
1605,8.4169,23.08,101.25,0.9,
1610,8.4133,23.07,101.25,0.9,
1615,8.4221,23.07,101.25,0.9,
1620,8.4103,23.07,101.25,0.9,
1625,8.4143,23.07,101.25,0.9,
1630,8.4127,23.07,101.25,0.9,
1635,8.4169,23.07,101.25,0.9,
1640,8.4092,23.07,101.25,0.9,
1645,8.4139,23.07,101.25,0.9,
1650,8.4169,23.07,101.24,0.9,
1655,8.4073,23.07,101.24,0.9,
1660,8.4097,23.07,101.24,0.9,
1665,8.4119,23.07,101.24,0.9,
1670,8.408,23.07,101.24,0.9,
1675,8.4061,23.07,101.24,0.9,
1680,8.4167,23.07,101.24,0.9,
1685,8.4083,23.07,101.24,0.9,
1690,8.416,23.07,101.24,0.9,
1695,8.4069,23.07,101.24,0.9,
1700,8.4079,23.07,101.24,0.9,
1705,8.4118,23.06,101.24,0.9,
1710,8.4076,23.06,101.24,0.9,
1715,8.4047,23.06,101.24,0.9,
1720,8.4053,23.06,101.24,0.9,
1725,8.4091,23.06,101.24,0.9,
1730,8.4052,23.06,101.24,0.9,
1735,8.408,23.06,101.24,0.9,
1740,8.3985,23.06,101.24,0.9,
1745,8.4051,23.06,101.24,0.9,
1750,8.4065,23.06,101.24,0.9,
1755,8.405,23.06,101.24,0.9,
1760,8.4029,23.06,101.24,0.9,
1765,8.4032,23.06,101.24,0.9,
1770,8.4068,23.06,101.24,0.9,
1775,8.4124,23.06,101.24,0.9,
1780,8.4007,23.06,101.24,0.9,
1785,8.405,23.06,101.24,0.9,
1790,8.4099,23.06,101.24,0.9,
1795,8.4071,23.05,101.24,0.9,
1800,8.4619,23.05,101.24,0.9,flush
1805,8.4609,23.05,101.24,0.9,
1810,8.4631,23.05,101.24,0.9,
1815,8.463,23.05,101.24,0.9,
1820,8.455,23.05,101.23,0.9,
1825,8.4613,23.05,101.23,0.9,
1830,8.4567,23.05,101.23,0.9,
1835,8.4701,23.05,101.23,0.9,
1840,8.4686,23.05,101.23,0.9,
1845,8.4625,23.05,101.23,0.9,
1850,8.4692,23.05,101.23,0.9,
1855,8.4762,23.05,101.23,0.9,
1860,8.4642,23.05,101.23,0.9,
1865,8.4708,23.05,101.23,0.9,
1870,8.466,23.05,101.23,0.9,
1875,8.4625,23.04,101.23,0.9,
1880,8.4579,23.04,101.23,0.9,
1885,8.459,23.04,101.23,0.9,
1890,8.4586,23.04,101.23,0.9,
1895,8.4498,23.04,101.23,0.9,
1900,8.4601,23.04,101.23,0.9,
1905,8.4556,23.04,101.23,0.9,
1910,8.4576,23.04,101.23,0.9,
1915,8.453,23.04,101.23,0.9,
1920,8.4656,23.04,101.23,0.9,
1925,8.4459,23.04,101.23,0.9,
1930,8.4477,23.04,101.23,0.9,
1935,8.4531,23.04,101.23,0.9,
1940,8.4586,23.04,101.23,0.9,
1945,8.4441,23.04,101.22,0.9,
1950,8.4543,23.03,101.22,0.9,
1955,8.4423,23.03,101.22,0.9,
1960,8.45,23.03,101.22,0.9,
1965,8.444,23.03,101.22,0.9,
1970,8.4516,23.03,101.22,0.9,
1975,8.4487,23.03,101.22,0.9,
1980,8.4379,23.03,101.22,0.9,
1985,8.4511,23.03,101.22,0.9,
1990,8.4338,23.03,101.22,0.9,
1995,8.4359,23.03,101.22,0.9,
2000,8.4433,23.03,101.22,0.9,
2005,8.432,23.03,101.22,0.9,
2010,8.4313,23.03,101.22,0.9,
2015,8.4333,23.03,101.22,0.9,
2020,8.4335,23.03,101.22,0.9,
2025,8.4321,23.02,101.22,0.9,
2030,8.4265,23.02,101.22,0.9,
2035,8.4292,23.02,101.22,0.9,
2040,8.4298,23.02,101.22,0.9,
2045,8.4322,23.02,101.21,0.9,
2050,8.4264,23.02,101.21,0.9,
2055,8.419,23.02,101.21,0.9,
2060,8.423,23.02,101.21,0.9,
2065,8.4193,23.02,101.21,0.9,
2070,8.426,23.02,101.21,0.9,
2075,8.4129,23.02,101.21,0.9,
2080,8.4208,23.02,101.21,0.9,
2085,8.4132,23.02,101.21,0.9,
2090,8.4214,23.02,101.21,0.9,
2095,8.4183,23.01,101.21,0.9,
2100,8.415,23.01,101.21,0.9,
2105,8.4151,23.01,101.21,0.9,
2110,8.4106,23.01,101.21,0.9,
2115,8.4135,23.01,101.21,0.9,
2120,8.4095,23.01,101.21,0.9,
2125,8.4116,23.01,101.21,0.9,
2130,8.4078,23.01,101.2,0.9,
2135,8.3965,23.01,101.2,0.9,
2140,8.4033,23.01,101.2,0.9,
2145,8.4103,23.01,101.2,0.9,
2150,8.409,23.01,101.2,0.9,
2155,8.4025,23.01,101.2,0.9,
2160,8.4004,23.01,101.2,0.9,
2165,8.3985,23.0,101.2,0.9,
2170,8.4013,23.0,101.2,0.9,
2175,8.4,23.0,101.2,0.9,
2180,8.3926,23.0,101.2,0.9,
2185,8.3981,23.0,101.2,0.9,
2190,8.3993,23.0,101.2,0.9,
2195,8.3894,23.0,101.2,0.9,
2200,8.3914,23.0,101.2,0.9,
2205,8.3929,23.0,101.2,0.9,
2210,8.3928,23.0,101.2,0.9,
2215,8.3871,23.0,101.19,0.9,
2220,8.3856,23.0,101.19,0.9,
2225,8.3848,23.0,101.19,0.9,
2230,8.3871,23.0,101.19,0.9,
2235,8.3861,22.99,101.19,0.9,
2240,8.3832,22.99,101.19,0.9,
2245,8.3767,22.99,101.19,0.9,
2250,8.3767,22.99,101.19,0.9,
2255,8.3825,22.99,101.19,0.9,
2260,8.374,22.99,101.19,0.9,
2265,8.3787,22.99,101.19,0.9,
2270,8.3752,22.99,101.19,0.9,
2275,8.3732,22.99,101.19,0.9,
2280,8.3746,22.99,101.19,0.9,
2285,8.3801,22.99,101.19,0.9,
2290,8.3734,22.99,101.18,0.9,
2295,8.37,22.99,101.18,0.9,
2300,8.3641,22.99,101.18,0.9,
2305,8.371,22.98,101.18,0.9,
2310,8.3724,22.98,101.18,0.9,
2315,8.3691,22.98,101.18,0.9,
2320,8.3703,22.98,101.18,0.9,
2325,8.3664,22.98,101.18,0.9,
2330,8.3582,22.98,101.18,0.9,
2335,8.3621,22.98,101.18,0.9,
2340,8.3633,22.98,101.18,0.9,
2345,8.3629,22.98,101.18,0.9,
2350,8.357,22.98,101.18,0.9,
2355,8.3576,22.98,101.18,0.9,
2360,8.3582,22.98,101.17,0.9,
2365,8.3607,22.98,101.17,0.9,
2370,8.3585,22.98,101.17,0.9,
2375,8.356,22.98,101.17,0.9,
2380,8.3538,22.97,101.17,0.9,
2385,8.347,22.97,101.17,0.9,
2390,8.3456,22.97,101.17,0.9,
2395,8.3486,22.97,101.17,0.9,
2400,8.5103,22.97,101.17,0.9,flush
2405,8.5081,22.97,101.17,0.9,
2410,8.5091,22.97,101.17,0.9,
2415,8.5012,22.97,101.17,0.9,
2420,8.5017,22.97,101.17,0.9,
2425,8.5124,22.97,101.16,0.9,
2430,8.5081,22.97,101.16,0.9,
2435,8.5033,22.97,101.16,0.9,
2440,8.5125,22.97,101.16,0.9,
2445,8.5103,22.97,101.16,0.9,
2450,8.5214,22.96,101.16,0.9,
2455,8.515,22.96,101.16,0.9,
2460,8.5117,22.96,101.16,0.9,
2465,8.5095,22.96,101.16,0.9,
2470,8.5109,22.96,101.16,0.9,
2475,8.5093,22.96,101.16,0.9,
2480,8.5038,22.96,101.16,0.9,
2485,8.513,22.96,101.16,0.9,
2490,8.5102,22.96,101.15,0.9,
2495,8.4979,22.96,101.15,0.9,
2500,8.5062,22.96,101.15,0.9,
2505,8.5052,22.96,101.15,0.9,
2510,8.5123,22.96,101.15,0.9,
2515,8.508,22.96,101.15,0.9,
2520,8.5139,22.96,101.15,0.9,
2525,8.5014,22.96,101.15,0.9,
2530,8.5032,22.95,101.15,0.9,
2535,8.5116,22.95,101.15,0.9,
2540,8.5045,22.95,101.15,0.9,
2545,8.5027,22.95,101.15,0.9,
2550,8.5046,22.95,101.15,0.9,
2555,8.5035,22.95,101.14,0.9,
2560,8.5085,22.95,101.14,0.9,
2565,8.5106,22.95,101.14,0.9,
2570,8.4996,22.95,101.14,0.9,
2575,8.5046,22.95,101.14,0.9,
2580,8.5056,22.95,101.14,0.9,
2585,8.5056,22.95,101.14,0.9,
2590,8.5084,22.95,101.14,0.9,
2595,8.5054,22.95,101.14,0.9,
2600,8.5024,22.95,101.14,0.9,
2605,8.5,22.95,101.14,0.9,
2610,8.497,22.94,101.14,0.9,
2615,8.5026,22.94,101.14,0.9,
2620,8.5039,22.94,101.13,0.9,
2625,8.5073,22.94,101.13,0.9,
2630,8.5019,22.94,101.13,0.9,
2635,8.5125,22.94,101.13,0.9,
2640,8.5027,22.94,101.13,0.9,
2645,8.5008,22.94,101.13,0.9,
2650,8.5041,22.94,101.13,0.9,
2655,8.4985,22.94,101.13,0.9,
2660,8.503,22.94,101.13,0.9,
2665,8.4937,22.94,101.13,0.9,
2670,8.5044,22.94,101.13,0.9,
2675,8.5018,22.94,101.13,0.9,
2680,8.5021,22.94,101.12,0.9,
2685,8.5017,22.94,101.12,0.9,
2690,8.4957,22.94,101.12,0.9,
2695,8.497,22.93,101.12,0.9,
2700,8.5067,22.93,101.12,0.9,
2705,8.5021,22.93,101.12,0.9,
2710,8.4976,22.93,101.12,0.9,
2715,8.5014,22.93,101.12,0.9,
2720,8.5011,22.93,101.12,0.9,
2725,8.5071,22.93,101.12,0.9,
2730,8.5035,22.93,101.12,0.9,
2735,8.5005,22.93,101.12,0.9,
2740,8.4968,22.93,101.11,0.9,
2745,8.5055,22.93,101.11,0.9,
2750,8.4978,22.93,101.11,0.9,
2755,8.4944,22.93,101.11,0.9,
2760,8.4928,22.93,101.11,0.9,
2765,8.494,22.93,101.11,0.9,
2770,8.4958,22.93,101.11,0.9,
2775,8.5001,22.93,101.11,0.9,
2780,8.5004,22.93,101.11,0.9,
2785,8.5012,22.93,101.11,0.9,
2790,8.4969,22.93,101.11,0.9,
2795,8.4994,22.92,101.11,0.9,
2800,8.5049,22.92,101.1,0.9,
2805,8.4993,22.92,101.1,0.9,
2810,8.5018,22.92,101.1,0.9,
2815,8.4891,22.92,101.1,0.9,
2820,8.492,22.92,101.1,0.9,
2825,8.4917,22.92,101.1,0.9,
2830,8.4837,22.92,101.1,0.9,
2835,8.4945,22.92,101.1,0.9,
2840,8.4996,22.92,101.1,0.9,
2845,8.4916,22.92,101.1,0.9,
2850,8.4943,22.92,101.1,0.9,
2855,8.4898,22.92,101.1,0.9,
2860,8.4911,22.92,101.09,0.9,
2865,8.4939,22.92,101.09,0.9,
2870,8.4878,22.92,101.09,0.9,
2875,8.497,22.92,101.09,0.9,
2880,8.4844,22.92,101.09,0.9,
2885,8.4931,22.92,101.09,0.9,
2890,8.4896,22.92,101.09,0.9,
2895,8.4973,22.92,101.09,0.9,
2900,8.4941,22.92,101.09,0.9,
2905,8.4825,22.92,101.09,0.9,
2910,8.4809,22.92,101.09,0.9,
2915,8.4863,22.91,101.09,0.9,
2920,8.4881,22.91,101.08,0.9,
2925,8.4891,22.91,101.08,0.9,
2930,8.4897,22.91,101.08,0.9,
2935,8.492,22.91,101.08,0.9,
2940,8.4836,22.91,101.08,0.9,
2945,8.4816,22.91,101.08,0.9,
2950,8.4896,22.91,101.08,0.9,
2955,8.4869,22.91,101.08,0.9,
2960,8.4877,22.91,101.08,0.9,
2965,8.4853,22.91,101.08,0.9,
2970,8.4869,22.91,101.08,0.9,
2975,8.4933,22.91,101.08,0.9,
2980,8.4806,22.91,101.07,0.9,
2985,8.4819,22.91,101.07,0.9,
2990,8.4891,22.91,101.07,0.9,
2995,8.4926,22.91,101.07,0.9,
3000,8.5435,22.91,101.07,0.9,flush
